category,subcategory,model,color,energy_rating,source_page,source,features,raw_text,width_mm,depth_mm,height_mm,install_width_mm,install_depth_mm,install_height_mm,spec_potencia_W,spec_peso_kg,spec_capacidad_bruta_L,spec_capacidad_util_L,spec_capacidad_util_total_L,spec_refrigerador_L,spec_freezer_L,spec_congelador_L,spec_capacidad_kg,spec_programas,spec_rpm,spec_capacidad_secado_kg,spec_cubiertos,spec_extraccion_m3h,spec_ruido_dB,spec_diametro_plato_mm
Televisores,LED Smart TV,TVJ LED S32 T2ELN,,,3,CATALOGO-JAMES-v_3.pdf,HD (1366 x 768 px) | 3 entradas HDMI 1.4 | 2 entradas USB 2.0,Modelo TVJ LED S32 T2ELN · HD (1366 x 768 px). · 3 entradas HDMI 1.4. · 2 entradas USB 2.0. · Dimensiones: ancho x profundidad x altura con base: 730 x 180 x 480 mm. sin base: 730 x 80 x 435 mm. Distancia entre patas: 615 mm. 32”,730,180,480,,,,,,,,,,,,,,,,,,,
Televisores,LED Smart TV,TVJ LED S55 V2EL,,,3,CATALOGO-JAMES-v_3.pdf,SIN MARCO | ULTRA HD 4K (3840 x 2160 px) | 3 entradas HDMI 2.0 | 2 entradas USB 2.0,Modelo TVJ LED S55 V2EL · SIN MARCO. · ULTRA HD 4K (3840 x 2160 px). · 3 entradas HDMI 2.0. · 2 entradas USB 2.0. · Dimensiones: ancho x profundidad x altura con base: 1230 x 280 x 790 mm. sin base: 1230 x 90 x 710 mm. Distancia entre patas: 980 mm. 55”,1230,280,790,,,,,,,,,,,,,,,,,,,
Televisores,LED Smart TV,TVJ LED S43 T2ELN,,,3,CATALOGO-JAMES-v_3.pdf,SIN MARCO | Full HD (1920 x 1080 px) | 3 entradas HDMI 1.4 | 2 entradas USB 2.0,Modelo TVJ LED S43 T2ELN · SIN MARCO. · Full HD (1920 x 1080 px). · 3 entradas HDMI 1.4. · 2 entradas USB 2.0. · Dimensiones: ancho x profundidad x altura con base: 970 x 280 x 645 mm. sin base: 970 x 80 x 570 mm. Distancia entre patas: 740 mm. 43”,970,280,645,,,,,,,,,,,,,,,,,,,
Televisores,LED Smart TV,TVJ LED S65 V5EL QLED,,,3,CATALOGO-JAMES-v_3.pdf,SIN MARCO | ULTRA HD 4K (3840 x 2160 px) | 3 entradas HDMI 2.0 | 2 entradas USB 2.0,Modelo TVJ LED S65 V5EL QLED · SIN MARCO. · ULTRA HD 4K (3840 x 2160 px). · 3 entradas HDMI 2.0. · 2 entradas USB 2.0 · Dimensiones: ancho x profundidad x altura con base: 1450 x 235 x 870 mm. sin base: 1450 x 80 x 835 mm. Distancia entre patas: 1025 mm. 65”,1450,235,870,,,,,,,,,,,,,,,,,,,
Televisores,LED Smart TV,TVJ LED S50 V5EL QLED,,,3,CATALOGO-JAMES-v_3.pdf,SIN MARCO | ULTRA HD 4K (3840 x 2160 px) | 3 entradas HDMI 2.0 | 2 entradas USB 2.0,Modelo TVJ LED S50 V5EL QLED · SIN MARCO. · ULTRA HD 4K (3840 x 2160 px). · 3 entradas HDMI 2.0. · 2 entradas USB 2.0. · Dimensiones: ancho x profundidad x altura con base: 1110 x 260 x 680 mm. sin base: 1110 x 75 x 640 mm. Distancia entre patas: 1000 mm. 50”,1110,260,680,,,,,,,,,,,,,,,,,,,
Televisores,LED Smart TV,TVJ LED S75 V5ELN,,,3,CATALOGO-JAMES-v_3.pdf,SIN MARCO | ULTRA HD 4K (3840 x 2160 px) | 3 entradas HDMI 2.0 | 2 entradas USB 2.0,Modelo TVJ LED S75 V5ELN · SIN MARCO. · ULTRA HD 4K (3840 x 2160 px). · 3 entradas HDMI 2.0. · 2 entradas USB 2.0. · Dimensiones: ancho x profundidad x altura con base: 1670 x 320 x 1020 mm. sin base: 1670 x 90 x 955 mm. Distancia entre patas: 1500 mm. 75”,1670,320,1020,,,,,,,,,,,,,,,,,,,
Deshumidificadores,,DJ-10 DN,,,5,CATALOGO-JAMES-v_3.pdf,Función Continua | Con ruedas,"Modelo DJ-10 DN · Potencia: 340 W. · Capacidad de recipiente: 2 L. · Función Continua. · Peso: 11,2 kg. · Con ruedas. · Dimensiones: ancho x profundidad x altura 320 x 215 x 420 mm.",320,215,420,,,,340,11.2,,,,,,,,,,,,,,
Deshumidificadores,,DJ-20 DF,,,5,CATALOGO-JAMES-v_3.pdf,"Funciones: Dryer (ambiente seco), Continua, SMD (deshumidificación inteligente) | Timer | Encendido y apagado programable | Con ruedas direccionales","Modelo DJ-20 DF · Potencia: 440 W. · Capacidad de recipiente: 3,5 L. · Funciones: Dryer (ambiente seco), Continua, SMD (deshumidificación inteligente). · Potencia regulable en 3 niveles: LOW, MED, HIGH. · Timer. · Encendido y apagado programable. · Peso: 11,5 kg. · Con ruedas direccionales. · Dimensiones: ancho x profundidad x altura 350 x 245 x 510 mm.",350,245,510,,,,440,11.5,,,,,,,,,,,,,,
Deshumidificadores,,DJ-30 DP,,,5,CATALOGO-JAMES-v_3.pdf,"Funciones: Continua, Confort, Turbo | Timer | Encendido y apagado programable | Con ruedas direccionales","Modelo DJ-30 DP · Potencia: 715 W. · Capacidad de recipiente: 3,5 L. · Funciones: Continua, Confort, Turbo. · Timer. · Encendido y apagado programable. · Peso: 17 kg. · Con ruedas direccionales. · Dimensiones: ancho x profundidad x altura 386 x 260 x 500 mm.",386,260,500,,,,715,17,,,,,,,,,,,,,,
Deshumidificadores,,DJ-50 DP,,,5,CATALOGO-JAMES-v_3.pdf,"Funciones: Continua, Confort, Turbo, Drenado por bomba | Timer | Encendido y apagado programable | Con ruedas direccionales","Modelo DJ-50 DP · Potencia: 1060 W. · Capacidad de recipiente: 6 L. · Funciones: Continua, Confort, Turbo, Drenado por bomba. · Timer. · Encendido y apagado programable. · Peso: 19,8 kg. · Con ruedas direccionales. · Dimensiones: ancho x profundidad x altura 392 x 282 x 616 mm.",392,282,616,,,,1060,19.8,,,,,,,,,,,,,,
Refrigeradores,Frío Húmedo,JN 50K G2 TERMOSTATO REGULABLE,Blanco,A,6,CATALOGO-JAMES-v_3.pdf,PUERTA REVERSIBLE,Modelo JN 50K G2 TERMOSTATO REGULABLE. COLOR BLANCO · PUERTA REVERSIBLE. · Capacidad bruta total: 48 L. · Capacidad útil: 44 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 450 x 470 x 500 mm. AISLACIÓN TÉRMICA DE POLIURETANO EXPANDIDO. VER IMÁGENES CON PUERTAS ABIERTAS EN NUESTRO SITIO WEB.,450,470,500,,,,,,48,44,,,,,,,,,,,,
Refrigeradores,Frío Húmedo,J 90M INV BL G3,,,6,CATALOGO-JAMES-v_3.pdf,,Modelo J 90M INV BL G3 · Modelo J 90M INV BL G3,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Húmedo,JN 90KS G2,,,6,CATALOGO-JAMES-v_3.pdf,,Modelo JN 90KS G2 · Modelo JN 90KS G2,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Húmedo,J 90M INV VN,,,6,CATALOGO-JAMES-v_3.pdf,,Modelo J 90M INV VN · Modelo J 90M INV VN,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Húmedo,RJ 90 M NEGRO,Blanco,A,6,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER | PUERTA REVERSIBLE,Modelo RJ 90 M NEGRO COLOR BLANCO · MOTOR INVERTER. · PUERTA REVERSIBLE. · Capacidad bruta total: 102 L. · Capacidad útil: 93 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 472 x 450 x 850 mm. COLOR SILVER · PUERTA REVERSIBLE. · Capacidad bruta total: 99 L. · Capacidad útil: 90 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 475 x 445 x 845 mm. FRENTE DE VIDRIO NEGRO · MOTOR INVERTER. · PUERTA REVERSIBLE. · Capacidad bruta total: 102 L. · Capacidad útil: 93 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 472 x 450 x 850 mm. COLOR NEGRO,472,450,850,,,,,,102,93,,,,,,,,,,,,
Refrigeradores,Frío Húmedo,RJ 90 M ROJO,Rojo,A,6,CATALOGO-JAMES-v_3.pdf,DISEÑO RETRO,Modelo RJ 90 M ROJO COLOR ROJO · DISEÑO RETRO. · Capacidad bruta total: 102 L. · Capacidad útil: 93 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 488 x 440 x 835 mm. 6 7,488,440,835,,,,,,102,93,,,,,,,,,,,,
Refrigeradores,,RJ 25 MB,,,7,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 25 MB · Modelo RJ 25 MB,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,,RJ 27 MB,Blanco Color Blanco,,7,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 27 MB COLOR BLANCO COLOR BLANCO · Modelo RJ 27 MB COLOR BLANCO COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,,RJ 23 MB,,,7,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 23 MB · Modelo RJ 23 MB,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,,RJ 25 M INOX,,,7,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 25 M INOX · Modelo RJ 25 M INOX,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,,RJ 27 M INOX,Blanco,B,7,CATALOGO-JAMES-v_3.pdf,1 puerta con congelador | PUERTAS REVERSIBLES,Modelo RJ 27 M INOX COLOR BLANCO · Capacidad bruta total: 209 L. · Capacidad útil total: 190 L. · Capacidad útil: Refrigerador 173 L. Congelador 17 L. · 1 puerta con congelador. · Eficiencia energética: B. · Dimensiones: ancho x profundidad x altura 520 x 540 x 1265 mm. ACERO INOXIDABLE · PUERTAS REVERSIBLES. · Capacidad bruta total: 224 L. · Capacidad útil total: 204 L. · Capacidad útil: Refrigerador 164 L. Freezer 40 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 550 x 550 x 1440 mm. ACERO INOXIDABLE · PUERTAS REVERSIBLES. · Capacidad bruta total: 259 L. · Capacidad útil total: 235 L. · Capacidad útil: Refrigerador 194 L. Freezer 41 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 550 x 550 x 1590 mm.,520,540,1265,,,,,,209,,190,173,40,17,,,,,,,,
Refrigeradores,Frío Seco,RJ 275 INV B,,,8,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 275 INV B · Modelo RJ 275 INV B,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Seco,RJ 301 INV B,Blanco,,8,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 301 INV B COLOR BLANCO · Modelo RJ 301 INV B COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Seco,RJ 275 INV INOX,Blanco,,8,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 275 INV INOX COLOR BLANCO · Modelo RJ 275 INV INOX COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Seco,RJ 301 INV INOX,Acero INOXidable,A,8,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER | PUERTAS REVERSIBLES,Modelo RJ 301 INV INOX ACERO INOXIDABLE · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Capacidad bruta total: 260 L. · Capacidad útil total: 236 L. · Capacidad útil: Refrigerador 176 L. Freezer 60 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 545 x 610 x 1522 mm. ACERO INOXIDABLE · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Capacidad bruta total: 288 L. · Capacidad útil total: 262 L. · Capacidad útil: Refrigerador 206 L. - Freezer 56 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 545 x 610 x 1660 mm.,545,610,1522,,,,,,260,,236,176,60,,,,,,,,,
Refrigeradores,,RJ 405 INV INOX,,,9,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 405 INV INOX · Modelo RJ 405 INV INOX,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,,RJ 305 BL,,,9,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 305 BL · Modelo RJ 305 BL,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,,RJ 401 INV B,Blanco,A,9,CATALOGO-JAMES-v_3.pdf,PUERTAS REVERSIBLES | MOTOR INVERTER,Modelo RJ 401 INV B COLOR BLANCO · PUERTAS REVERSIBLES. · Capacidad bruta total: 275 L. · Capacidad útil total: 250 L. · Capacidad útil: Refrigerador 191 L. Freezer 59 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 540 x 630 x 1665 mm. COLOR BLANCO · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Capacidad bruta total: 372 L. · Capacidad útil total: 338 L. · Capacidad útil: Refrigerador 254 L. Freezer 84 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 595 x 675 x 1724 mm. ACERO INOXIDABLE · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Capacidad bruta total: 341 L. · Capacidad útil total: 310 L. · Capacidad útil: Refrigerador 239 L. Freezer 71 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 595 x 650 x 1720 mm. 8 9,540,630,1665,,,,,,275,,250,191,59,,,,,,,,,
Refrigeradores,Frío Seco con Dispensador,RJN 571 INV BL,,,10,CATALOGO-JAMES-v_3.pdf,,Modelo RJN 571 INV BL · Modelo RJN 571 INV BL,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Seco con Dispensador,RJE 622 INV INOX,Blanco Acero INOXidable,A,10,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER | PUERTAS REVERSIBLES,Modelo RJE 622 INV INOX COLOR BLANCO ACERO INOXIDABLE · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Capacidad bruta total: 509 L. · Capacidad útil total: 463 L. · Capacidad útil: Refrigerador 356 L. Freezer 107 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 700 x 670 x 1885 mm. Profundidad sin puertas: 600 mm.,700,670,1885,,,,,,509,,463,356,107,,,,,,,,,
Refrigeradores,Frío Seco con Dispensador,RJE 571 INV INOX,Acero INOXidable,A,10,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER | PUERTAS REVERSIBLES,Modelo RJE 571 INV INOX ACERO INOXIDABLE · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Capacidad bruta total: 452 L. · Capacidad útil total: 411 L. · Capacidad útil: Refrigerador 304 L. Freezer 107 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 700 x 670 x 1725 mm. Profundidad sin puertas: 600 mm.,700,670,1725,,,,,,452,,411,304,107,,,,,,,,,
Refrigeradores,,RJ 275 INV INOX D,,,11,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 275 INV INOX D · Modelo RJ 275 INV INOX D,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,,RJ 301 INV INOX D,,,11,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 301 INV INOX D · Modelo RJ 301 INV INOX D,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,,RJ 401 INV INOX D,,,11,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 401 INV INOX D · Modelo RJ 401 INV INOX D,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,,RJN 571 INV INOX D,,,11,CATALOGO-JAMES-v_3.pdf,,Modelo RJN 571 INV INOX D · Modelo RJN 571 INV INOX D,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,,JM 560,Acero INOXidable,A,11,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER | PUERTAS REVERSIBLES | Display LED con control touch | Alarma de puerta abierta | Funciones Holidays y ECO,Modelo JM 560 DARK DE ACERO INOXIDABLE · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Capacidad bruta total: 260 L. · Capacidad útil total: 236 L. · Capacidad útil: Refrigerador 176 L. Freezer 60 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 545 x 610 x 1522 mm. ACERO INOXIDABLE · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Capacidad bruta total: 288 L. · Capacidad útil total: 262 L. · Capacidad útil: Refrigerador 206 L. Freezer 56 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 545 x 610 x 1660 mm. ACERO INOXIDABLE · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Capacidad bruta total: 372 L. · Capacidad útil total: 338 L. · Capacidad útil: Refrigerador 254 L. Freezer 84 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 595 x 695 x 1724 mm. DARK INOXIDABLE · Display LED con control touch. · Alarma de puerta abierta. · Funciones Holidays y ECO. · Capacidad bruta total: 429 L. · Capacidad útil total: 390 L. · Capacidad útil: Refrigerador 287 L. Freezer 103 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 680 x 775 x 1765 mm. Profundidad sin puertas: 615 mm. ACERO INOXIDABLE · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Capacidad bruta total: 452 L. · Capacidad útil total: 411 L. · Capacidad útil: Refrigerador 304 L. Freezer 107 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 700 x 670 x 1725 mm. Profundidad sin puertas: 600 mm. 10 11,545,610,1522,,,,,,260,,236,176,60,,,,,,,,,
Refrigeradores,Combi,RJ 428 NT,,,12,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 428 NT · Modelo RJ 428 NT,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Combi,RJE 418 INOX,,,12,CATALOGO-JAMES-v_3.pdf,,Modelo RJE 418 INOX · Modelo RJE 418 INOX,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Combi,RJ 417 IDH,Vidrio Blanco Frío Seco,A,12,CATALOGO-JAMES-v_3.pdf,"PUERTAS REVERSIBLES | Funciones: ECO, Vacaciones y Drinks | Función: ECO | Dispensador de agua","Modelo RJ 417 IDH FRENTE DE VIDRIO BLANCO FRÍO SECO · PUERTAS REVERSIBLES. · Funciones: ECO, Vacaciones y Drinks. · Capacidad útil total: 324 L. · Capacidad útil: Refrigerador 230 L. Freezer 94 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 595 x 660 x 1860 mm. ACERO INOXIDABLE FRÍO SECO · PUERTAS REVERSIBLES. · Capacidad bruta total: 332 L. · Capacidad útil total: 302 L. · Capacidad útil: Refrigerador 224 L. Freezer 78 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 595 x 615 x 1880 mm. ACERO INOXIDABLE FRÍO SECO · PUERTAS REVERSIBLES. · Función: ECO. · Dispensador de agua. · Capacidad bruta total: 330 L. · Capacidad útil total: 300 L. · Capacidad útil: Refrigerador 207 L. Freezer 93 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 595 x 580 x 1840 mm.",595,660,1860,,,,,,332,,324,230,94,,,,,,,,,
Refrigeradores,Frío Seco,J 373 RN,Negro,,13,CATALOGO-JAMES-v_3.pdf,,Modelo J 373 RN COLOR NEGRO · Modelo J 373 RN COLOR NEGRO,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Seco,RJ 55 IT,,,13,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 55 IT · Modelo RJ 55 IT,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Seco,RJ 420,Dark INOX,,13,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 420 DARK INOX · Modelo RJ 420 DARK INOX,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Seco,RJ 446 INV,Dark INOX,,13,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 446 INV DARK INOX · Modelo RJ 446 INV DARK INOX,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Seco,J 373 RR,Acero INOXidable,A,13,CATALOGO-JAMES-v_3.pdf,"PUERTAS REVERSIBLES | Funciones: ECO, Vacaciones y Drinks | Selección de temperatura independiente | Función: Vacaciones | Freezer 104 L | MOTOR INVERTER | Selección de temperatura electrónico incorporado en gabinete | Función: ECO | Freezer con 3 cajones","Modelo J 373 RR ACERO INOXIDABLE FRÍO SECO · PUERTAS REVERSIBLES. · Funciones: ECO, Vacaciones y Drinks. · Capacidad bruta total: 448 L. · Capacidad útil total: 407 L. · Capacidad útil: Refrigerador 304 L. Freezer 103 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 700 x 712 x 1730 mm. Profundidad sin puertas: 640 mm. DARK INOXIDABLE FRÍO SECO · PUERTAS REVERSIBLES. · Selección de temperatura independiente. · Función: Vacaciones. · Capacidad bruta total: 352 L. · Capacidad útil total: 320 L. · Capacidad útil: Refrigerador 216 L. · Freezer 104 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 595 x 660 x 1845 mm. DARK INOXIDABLE FRÍO SECO · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Selección de temperatura independiente. · Función: Vacaciones. · Capacidad bruta total: 396 L. · Capacidad útil total: 360 L. · Capacidad útil: Refrigerador 256 L. Freezer 104 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 595 x 660 x 2010 mm. COLOR ROJO FRÍO SECO · Selección de temperatura electrónico incorporado en gabinete. · Función: ECO. · Freezer con 3 cajones. · Capacidad bruta total: 372 L. · Capacidad útil total: 324 L. · Capacidad útil: Refrigerador 230 L. Freezer 94 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 595 x 650 x 1860 mm. 12 13",700,712,1730,,,,,,448,,407,304,103,,,,,,,,,
Refrigeradores,Combi,RJC 376 NF INV EMP,,,14,CATALOGO-JAMES-v_3.pdf,,Modelo RJC 376 NF INV EMP · Modelo RJC 376 NF INV EMP,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Combi,RJC 400 NF INV EMP REFRIGERADOR - DISEÑO COMBI,,A,14,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER | PUERTAS REVERSIBLES | Display LED | Luz LED | Refrigerador con 4 estantes y compartimento para bebidas (a menor temperatura) | Freezer con 2 cajones y bandeja para pizza | Refrigerador con 5 estantes,Modelo RJC 400 NF INV EMP REFRIGERADOR - DISEÑO COMBI FRÍO SECO · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Display LED. · Luz LED. · Refrigerador con 4 estantes y compartimento para bebidas (a menor temperatura). · Freezer con 2 cajones y bandeja para pizza. · Capacidad bruta total: 294 L. · Capacidad útil total: 267 L. · Capacidad útil: Refrigerador 193 L. Freezer 74 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 540 x 555 x 1785 mm. REFRIGERADOR - DISEÑO COMBI FRÍO SECO · MOTOR INVERTER. · PUERTAS REVERSIBLES. · Display LED. · Luz LED. · Refrigerador con 5 estantes. · Freezer con 2 cajones y bandeja para pizza. · Capacidad bruta total: 443 L. · Capacidad útil total: 403 L. · Capacidad útil: Refrigerador 298 L. Freezer 105 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 690 x 550 x 1935 mm.,540,555,1785,,,,,,294,,267,193,74,,,,,,,,,
Refrigeradores,Combi,RJ 325 EMP REFRIGERADOR,,A,14,CATALOGO-JAMES-v_3.pdf,PUERTA REVERSIBLE | Display LED | Luz LED | 6 estantes y 2 cajones | Función SUPER COOL | Alarma de puerta abierta,Modelo RJ 325 EMP REFRIGERADOR FRÍO SECO · PUERTA REVERSIBLE. · Display LED. · Luz LED. · 6 estantes y 2 cajones. · Función SUPER COOL. · Alarma de puerta abierta. · Capacidad bruta total: 326 L. · Capacidad útil: 296 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 540 x 545 x 1785 mm. 14 15,540,545,1785,,,,,,326,296,,,,,,,,,,,,
Refrigeradores,Combi,FVJ 265 EMP FREEZER,,A,15,CATALOGO-JAMES-v_3.pdf,"PUERTA REVERSIBLE | Doble acción | Display LED | Luz LED | 3 estantes, 4 cajones y 1 bandeja para pizza | Función SUPER COOL/FREEZER | Alarma de puerta abierta","Modelo FVJ 265 EMP FREEZER FRÍO SECO · PUERTA REVERSIBLE. · Doble acción. · Display LED. · Luz LED. · 3 estantes, 4 cajones y 1 bandeja para pizza. · Función SUPER COOL/FREEZER. · Alarma de puerta abierta. · Capacidad bruta total: 201 L. · Capacidad útil: 183 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 540 x 545 x 1785 mm.",540,545,1785,,,,,,201,183,,,,,,,,,,,,
Refrigeradores,French Door,RJ 460 FTI MI G2,Acero INOXidable,A,16,CATALOGO-JAMES-v_3.pdf,Luz LED en refrigerador,Modelo RJ 460 FTI MI G2 ACERO INOXIDABLE · Luz LED en refrigerador. · Capacidad bruta total: 494 L. · Capacidad útil total: 449 L. · Capacidad útil: Refrigerador 354 L. Freezer 104 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 835 x 650 x 1898 mm. Profundidad sin puertas: 570 mm. 16 17,835,650,1898,,,,,,494,,449,354,104,,,,,,,,,
Refrigeradores,,RJ 455 FTI KDD,Dark INOXidable,A,17,CATALOGO-JAMES-v_3.pdf,Con dispensador | Cajón intermedio con control independiente de temperatura (5 a -20 ºC) | Luz LED en refrigerador y cajón superior de freezer,Modelo RJ 455 FTI KDD DARK INOXIDABLE · Con dispensador. · Cajón intermedio con control independiente de temperatura (5 a -20 ºC). · Luz LED en refrigerador y cajón superior de freezer. · Capacidad bruta total: 463 L. · Capacidad útil total: 421 L. · Capacidad útil: Refrigerador 299 L. Freezer 122 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 794 x 710 x 1815 mm. Profundidad sin puertas: 620 mm.,794,710,1815,,,,,,463,,421,299,122,,,,,,,,,
Refrigeradores,Multidoor,RJ 470 4P MI G2,Acero INOXidable,A,18,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 470 4P MI G2 ACERO INOXIDABLE · Capacidad bruta total: 521 L. · Capacidad útil total: 474 L. · Capacidad útil: Refrigerador 339 L. Freezer 135 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 833 x 648 x 1898 mm. Profundidad sin puertas: 580 mm. 18 19,833,648,1898,,,,,,521,,474,339,135,,,,,,,,,
Refrigeradores,Side by Side,RJ 35 M SBSI,Dark INOX,,20,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 35 M SBSI DARK INOX DARK INOXIDABLE · Modelo RJ 35 M SBSI DARK INOX DARK INOXIDABLE,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Side by Side,RJ 35 M SBSI,Acero INOXidable,A,20,CATALOGO-JAMES-v_3.pdf,,Modelo RJ 35 M SBSI ACERO INOXIDABLE · Capacidad bruta total: 486 L. · Capacidad útil total: 442 L. · Capacidad útil: Refrigerador 266 L. Freezer 176 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 835 x 635 x 1775 mm. Profundidad sin puertas: 540 mm. 20 21,835,635,1775,,,,,,486,,442,266,176,,,,,,,,,
Refrigeradores,,RJN 40K SBSI,Símil Acero INOXidable,A,21,CATALOGO-JAMES-v_3.pdf,Display LED con control touch | Función inteligencia artificial (regula automáticamente la temperatura) | Estante metálico para botellas | Alarma de puerta abierta,Modelo RJN 40K SBSI SÍMIL ACERO INOXIDABLE · Display LED con control touch. · Función inteligencia artificial (regula automáticamente la temperatura). · Estante metálico para botellas. · Alarma de puerta abierta. · Capacidad bruta total: 559 L. · Capacidad útil total: 508 L. · Capacidad útil: Refrigerador 334 L. Freezer 174 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 910 x 658 x 1786 mm. Profundidad sin puertas: 560 mm.,910,658,1786,,,,,,559,,508,334,174,,,,,,,,,
