category,subcategory,model,color,energy_rating,source_page,source,features,raw_text,width_mm,depth_mm,height_mm,install_width_mm,install_depth_mm,install_height_mm,spec_potencia_W,spec_peso_kg,spec_capacidad_bruta_L,spec_capacidad_util_L,spec_capacidad_util_total_L,spec_refrigerador_L,spec_freezer_L,spec_congelador_L,spec_capacidad_kg,spec_programas,spec_rpm,spec_capacidad_secado_kg,spec_cubiertos,spec_extraccion_m3h,spec_ruido_dB,spec_diametro_plato_mm
Hornos Eléctricos,De Mesa,HJI-39 HP,Negro Símil Acero INOXidable Símil Acero INOXidable,,60,CATALOGO-JAMES-v_3.pdf,Horno de 3 funciones | Timer de 90 minutos | Termostato | Manija y perillas grises | 2 bandejas | 1 parrilla | Horno de 5 funciones | Turbo | Luz interior | Interior esmaltado de fácil limpieza | 1 bandeja | 2 discos eléctricos,Modelo HJI-39 HP COLOR NEGRO SÍMIL ACERO INOXIDABLE SÍMIL ACERO INOXIDABLE · Capacidad: 34 L. · Potencia: 1300 W. · Horno de 3 funciones. · Timer de 90 minutos. · Termostato. · Manija y perillas grises. · 2 bandejas. · 1 parrilla. · Dimensiones: ancho x profundidad x altura 480 x 366 x 330 mm. · Capacidad: 39 L. · Potencia: 1300 W. · Horno de 5 funciones. · Turbo. · Timer de 90 minutos. · Termostato. · Luz interior. · Interior esmaltado de fácil limpieza. · 1 bandeja. · 1 parrilla. · Dimensiones: ancho x profundidad x altura 520 x 460 x 330 mm. · 2 discos eléctricos. · Capacidad: 39 L. · Potencia total: 2500 W. · Horno de 3 funciones. · Termostato. · Luz interior. · Interior esmaltado de fácil limpieza. · 1 bandeja. · 1 parrilla. · Dimensiones: ancho x profundidad x altura 520 x 460 x 355 mm. 60 61,480,366,330,,,,1300,,,,,,,,,,,,,,,
Hornos Eléctricos,De Mesa,HJTF 45 G2,,,61,CATALOGO-JAMES-v_3.pdf,,Modelo HJTF 45 G2 · Modelo HJTF 45 G2,,,,,,,,,,,,,,,,,,,,,,
Hornos Eléctricos,De Mesa,HJTI-45,,,61,CATALOGO-JAMES-v_3.pdf,,Modelo HJTI-45 · Modelo HJTI-45,,,,,,,,,,,,,,,,,,,,,,
Hornos Eléctricos,De Mesa,HJT-70,Blanco Frente INOXidable Laterales Negros Frente INOXidable Laterales Negros,,61,CATALOGO-JAMES-v_3.pdf,Horno de 5 funciones | Turbo | Timer de 90 minutos | Termostato | Luz interior | Interior esmaltado de fácil limpieza | 2 bandejas | 1 parrilla,Modelo HJT-70 COLOR BLANCO FRENTE INOXIDABLE LATERALES NEGROS FRENTE INOXIDABLE LATERALES NEGROS · Capacidad: 45 L. · Potencia: 1600 W. · Horno de 5 funciones. · Turbo. · Timer de 90 minutos. · Termostato. · Luz interior. · Interior esmaltado de fácil limpieza. · 2 bandejas. · 1 parrilla. · Dimensiones: ancho x profundidad x altura 600 x 460 x 330 mm. · Capacidad: 45 L. · Potencia: 1400 W. · Horno de 5 funciones. · Turbo. · Timer de 90 minutos. · Termostato. · Luz interior. · Interior esmaltado de fácil limpieza. · 2 bandejas. · 1 parrilla. · Dimensiones: ancho x profundidad x altura 590 x 455 x 330 mm. · Capacidad: 70 L. · Potencia: 1800 W. · Horno de 5 funciones. · Turbo. · Timer de 90 minutos. · Termostato. · Luz interior. · Interior esmaltado de fácil limpieza. · 2 bandejas. · 1 parrilla. · Dimensiones: ancho x profundidad x altura 632 x 486 x 418 mm.,600,460,330,,,,1600,,,,,,,,,,,,,,,
Hornos Microondas,,J - 18 GR,,,62,CATALOGO-JAMES-v_3.pdf,,Modelo J - 18 GR · Modelo J - 18 GR,,,,,,,,,,,,,,,,,,,,,,
Hornos Microondas,,J - 18 GD 18 L 18 L,Blanco,,62,CATALOGO-JAMES-v_3.pdf,5 niveles de potencia | Control mecánico | Timer | Descongelado por tiempo | 10 niveles de potencia | Menú automático (6 programas) | Programación digital | Reloj | Descongelado por peso y tiempo | Bloqueo para niños,Modelo J - 18 GD 18 L 18 L COLOR BLANCO · Capacidad: 18 L. · 5 niveles de potencia. · Control mecánico. · Timer. · Descongelado por tiempo. · Diámetro de plato: 245 mm. · Dimensiones: ancho x profundidad x altura 450 x 360 x 240 mm. COLOR BLANCO · Capacidad: 18 L. · 10 niveles de potencia. · Menú automático (6 programas). · Programación digital. · Timer. · Reloj. · Descongelado por peso y tiempo. · Bloqueo para niños. · Diámetro de plato: 245 mm. · Dimensiones: ancho x profundidad x altura 450 x 360 x 240 mm. 20 L 23 L 20 L,450,360,240,,,,,,,,,,,,,6,,,,,,
Hornos Microondas,,J - 20 MDN,,,62,CATALOGO-JAMES-v_3.pdf,,Modelo J - 20 MDN · Modelo J - 20 MDN,,,,,,,,,,,,,,,,,,,,,,
Hornos Microondas,,J - 20 MDB 25 L,,,62,CATALOGO-JAMES-v_3.pdf,,Modelo J - 20 MDB 25 L · Modelo J - 20 MDB 25 L,,,,,,,,,,,,,,,,,,,,,,
Hornos Microondas,,J - 23 MDGI-N,Negro,,62,CATALOGO-JAMES-v_3.pdf,5 niveles de potencia | 8 programas | Descongelado por peso y por tiempo | Programación analógica | Timer | Reloj | Timer digital | Grill combinado,Modelo J - 23 MDGI-N COLOR NEGRO · Capacidad: 20 L · 5 niveles de potencia · 8 programas · Descongelado por peso y por tiempo · Programación analógica. · Timer. · Reloj. · Diámetro de plato: 255 mm. · Dimensiones: ancho x profundidad x altura 440 x 365 x 250 mm. COLOR BLANCO · Capacidad: 20 L. · 5 niveles de potencia. · 8 programas. · Descongelado por peso y por tiempo. · Programación analógica. · Timer. · Reloj. · Diámetro de plato: 255 mm. · Dimensiones: ancho x profundidad x altura 440 x 365 x 250 mm. FRENTE INOXIDABLE · Capacidad: 23 L. · 5 niveles de potencia. · 8 programas. · Programación analógica. · Timer digital. · Grill combinado. · Descongelado por peso y por tiempo. · Reloj. · Diámetro de plato: 270 mm. · Dimensiones: ancho x profundidad x altura 485 x 410 x 293 mm.,440,365,250,,,,,,,,,,,,,8,,,,,,
Hornos Microondas,,J - 23 MDB,Blanco,,63,CATALOGO-JAMES-v_3.pdf,,Modelo J - 23 MDB COLOR BLANCO · Modelo J - 23 MDB COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Hornos Microondas,,J - 23 MDN,Negro,,63,CATALOGO-JAMES-v_3.pdf,11 niveles de potencia | 6 programas | Programación digital | Timer | Descongelado por peso y por tiempo | Bloqueo para niños | Grill | Reloj,Modelo J - 23 MDN COLOR NEGRO · Capacidad: 23 L. · 11 niveles de potencia. · 6 programas. · Programación digital. · Timer. · Descongelado por peso y por tiempo. · Bloqueo para niños. · Grill. · Reloj. · Diámetro de plato: 270 mm. · Dimensiones: ancho x profundidad x altura 485 x 375 x 293 mm. 23 L,485,375,293,,,,,,,,,,,,,6,,,,,,
Hornos Microondas,,J-25 MDGN,Negro,,63,CATALOGO-JAMES-v_3.pdf,5 niveles de potencia | 8 programas | Descongelado por peso y por tiempo | Programación touch | Timer | Reloj | Bloqueo para niños,Modelo J-25 MDGN COLOR NEGRO · Capacidad: 25 L. · 5 niveles de potencia. · 8 programas. · Descongelado por peso y por tiempo. · Programación touch. · Timer. · Reloj. · Bloqueo para niños. · Dimensiones: ancho x profundidad x altura 472 x 344 x 280 mm.,472,344,280,,,,,,,,,,,,,8,,,,,,
Hornos Microondas,,62 63,,,63,CATALOGO-JAMES-v_3.pdf,,Modelo 62 63 · Modelo 62 63,,,,,,,,,,,,,,,,,,,,,,
Hornos Microondas,,J-30 WDG INV,,,64,CATALOGO-JAMES-v_3.pdf,,Modelo J-30 WDG INV · Modelo J-30 WDG INV,,,,,,,,,,,,,,,,,,,,,,
Hornos Microondas,,J - 31 MDGI-U,Gris,,64,CATALOGO-JAMES-v_3.pdf,INVERTER | 5 niveles de potencia | 8 programas | Programación analógica | Descongelado por peso y por tiempo | Timer | Grill | Bloqueo para niños | Función ECO (apaga Display) | 9 programas | Programación digital | Grill combinado | Reloj | Descongelado por peso,Modelo J - 31 MDGI-U COLOR GRIS · Capacidad: 30 L. · INVERTER. · 5 niveles de potencia. · 8 programas. · Programación analógica. · Descongelado por peso y por tiempo. · Timer. · Grill. · Bloqueo para niños. · Función ECO (apaga Display). · Dimensiones: ancho x profundidad x altura 515 x 420 x 305 mm. FRENTE DE ACERO INOXIDABLE · Capacidad: 31 L. · 5 niveles de potencia. · 9 programas. · Programación digital. · Grill combinado. · Reloj. · Descongelado por peso. · Diámetro del plato: 315 mm. · Dimensiones: ancho x profundidad x altura 520 x 444 x 335 mm. 20 L,515,420,305,,,,,,,,,,,,,8,,,,,,315
Hornos Microondas,,J - 28 MAF 28 L DISEÑO 2 EN 1,Negro,,64,CATALOGO-JAMES-v_3.pdf,,Modelo J - 28 MAF 28 L DISEÑO 2 EN 1 COLOR NEGRO · Modelo J - 28 MAF 28 L DISEÑO 2 EN 1 COLOR NEGRO,,,,,,,,,,,,,,,,,,,,,,
Hornos Microondas,,J 20 RR G3,Rojo,,64,CATALOGO-JAMES-v_3.pdf,Sistema AIR FRYER | Convector | 5 niveles de potencia | 10 programas | Programación analógica | Timer | Reloj | Grill combinado | Descongelado por peso y por tiempo | Función ECO (apaga el display) | Incluye 1 asadera redonda y 2 parrillas,Modelo J 20 RR G3 COLOR ROJO · Capacidad: 28 L. · Sistema AIR FRYER. · Convector. · 5 niveles de potencia. · 10 programas. · Programación analógica. · Timer. · Reloj. · Grill combinado. · Descongelado por peso y por tiempo. · Función ECO (apaga el display). · Incluye 1 asadera redonda y 2 parrillas. · Diámetro del plato: 315 mm. · Dimensiones: ancho x profundidad x altura 520 x 510 x 326 mm.,520,510,326,,,,,,,,,,,,,10,,,,,,315
Hornos Microondas,,J 20 RN G3,Negro,,64,CATALOGO-JAMES-v_3.pdf,,Modelo J 20 RN G3 COLOR NEGRO · Modelo J 20 RN G3 COLOR NEGRO,,,,,,,,,,,,,,,,,,,,,,
Hornos Microondas,,J 20 RV G3,Verdej,,64,CATALOGO-JAMES-v_3.pdf,5 niveles de potencia | 8 programas | Programación analógica | Timer | Reloj | Descongelado por peso y por tiempo | Bloqueo para niños,Modelo J 20 RV G3 COLOR VERDEJ-28 MEI · Capacidad: 20 L. · 5 niveles de potencia. · 8 programas. · Programación analógica. · Timer. · Reloj. · Descongelado por peso y por tiempo. · Bloqueo para niños. · Diámetro del plato: 255 mm. · Dimensiones: ancho x profundidad x altura 330 x 360 260 mm.,,,,,,,,,,,,,,,,8,,,,,,255
Hornos Microondas,,J-28 ME,Negro / INOXidable,,65,CATALOGO-JAMES-v_3.pdf,,Modelo J-28 ME COLOR NEGRO / INOXIDABLE · Modelo J-28 ME COLOR NEGRO / INOXIDABLE,,,,,,,,,,,,,,,,,,,,,,
Hornos Microondas,,J-28 MEI,Acero INOXidable,,65,CATALOGO-JAMES-v_3.pdf,5 niveles de potencia | 8 programas | Interior de acero inoxidable | Programación analógica | Grill / Combinado | Descongelado por peso y por tiempo | Bloqueo para niños | Reloj,Modelo J-28 MEI FRENTE DE ACERO INOXIDABLE · Capacidad: 28 L. · 5 niveles de potencia. · 8 programas. · Interior de acero inoxidable. · Programación analógica. · Grill / Combinado. · Descongelado por peso y por tiempo. · Bloqueo para niños. · Reloj. · Diámetro de plato: 315 mm. · Dimensiones: ancho x profundidad x altura 595 x 400 x 388 mm. · Dimensiones de empotrar: ancho x profundidad x altura 560 x 545 x 380 mm. 71 64 65,595,400,388,,,,,,,,,,,,,8,,,,,,
Aspiradoras,,AJ-760,,,66,CATALOGO-JAMES-v_3.pdf,,Modelo AJ-760 · Modelo AJ-760,,,,,,,,,,,,,,,,,,,,,,
Aspiradoras,,AJ-961,Guindo/Plata,,66,CATALOGO-JAMES-v_3.pdf,"Poder de succión: 1,600 kg | Bolsa de tela, apta también para usar con bolsas de papel | Indicador de bolsa llena | Control manual de flujo de aire | Velocidad regulable con potenciómetro | Tubo metálico telescópico | Incluye: cepillo sofá, puntero y cepillo grande | Cable retráctil de 5 metros | Bolsa de tela | Filtro de salida HEPA | Incluye: cepillo grande, puntero y cepillo sofá | Soporte para accesorios | Cable retráctil de 4,5 metros | Ruedas de goma","Modelo AJ-961 COLOR GUINDO/PLATA · Poder de succión: 1,600 kg. · Potencia: 1600 W. · Capacidad: 2 L. · Bolsa de tela, apta también para usar con bolsas de papel. · Indicador de bolsa llena. · Control manual de flujo de aire. · Velocidad regulable con potenciómetro. · Tubo metálico telescópico. · Incluye: cepillo sofá, puntero y cepillo grande. · Cable retráctil de 5 metros. · Dimensiones: ancho x profundidad x altura 300 x 250 x 450 mm. COLOR NEGRO/AZUL · Poder de succión: 1,600 Kg. · Potencia: 2000 W. · Capacidad: 3.5 L. · Bolsa de tela. · Indicador de bolsa llena. · Control manual de flujo de aire. · Velocidad regulable con potenciómetro. · Tubo metálico telescópico. · Filtro de salida HEPA. · Incluye: cepillo grande, puntero y cepillo sofá. · Soporte para accesorios. · Cable retráctil de 4,5 metros. · Ruedas de goma. · Dimensiones: ancho x profundidad x altura 300 x 220 x 430 mm.",300,250,450,,,,1600,,,,,,,,,,,,,,,
Aspiradoras,,AJ-850,,,66,CATALOGO-JAMES-v_3.pdf,,Modelo AJ-850 · Modelo AJ-850,,,,,,,,,,,,,,,,,,,,,,
Aspiradoras,,AJ-4100,,,66,CATALOGO-JAMES-v_3.pdf,,Modelo AJ-4100 · Modelo AJ-4100,,,,,,,,,,,,,,,,,,,,,,
Aspiradoras,,AJ-1600,Azul/Plata,,66,CATALOGO-JAMES-v_3.pdf,"Poder de succión: 1,200 kg | Bolsa de tela, apta también para usar con bolsas de papel | Indicador de bolsa llena | Control manual de flujo de aire | Velocidad regulable con potenciómetro | Tubo metálico telescópico | Incluye: cepillo y puntero | Cable retráctil de 5 metros | SIN BOLSA | Poder de succión: 1,600 kg | Sistema multiciclón | Filtro de salida HEPA | Incluye: cepillo grande y puntero | Ruedas de goma | Poder de succión: 0,900 kg | Función soplado | Incluye: cepillo redondo, largo y para agua | Cable retráctil de 8 metros | Ruedas multidireccionales","Modelo AJ-1600 COLOR AZUL/PLATA · Poder de succión: 1,200 kg. · Potencia: 1800 W. · Capacidad: 1,5 L. · Bolsa de tela, apta también para usar con bolsas de papel. · Indicador de bolsa llena. · Control manual de flujo de aire. · Velocidad regulable con potenciómetro. · Tubo metálico telescópico. · Incluye: cepillo y puntero. · Cable retráctil de 5 metros. · Dimensiones: ancho x profundidad x altura 300 x 260 x 400 mm. COLOR AZUL/NEGRO · SIN BOLSA. · Poder de succión: 1,600 kg. · Potencia: 1.600 W. · Capacidad de depósito para polvo: 2 L. · Sistema multiciclón. · Velocidad regulable con potenciómetro. · Tubo metálico telescópico. · Filtro de salida HEPA. · Incluye: cepillo grande y puntero. · Cable retráctil de 5 metros. · Ruedas de goma. · Dimensiones: ancho x profundidad x altura 270 x 240 x 410 mm. ASPIRA POLVO Y AGUA COLOR AZUL · Poder de succión: 0,900 kg. · Potencia: 1600 W. · Capacidad: 8 L. · Peso: 7,800 kg. · Función soplado. · Tubo metálico telescópico. · Incluye: cepillo redondo, largo y para agua. · Cable retráctil de 8 metros. · Ruedas multidireccionales. · Dimensiones: ancho x profundidad x altura 370 x 370 x 550 mm.",300,260,400,,,,1800,7.8,,,,,,,,,,,,,,
Aspiradoras,,AJ 2000 STICK,,,67,CATALOGO-JAMES-v_3.pdf,,Modelo AJ 2000 STICK · Modelo AJ 2000 STICK,,,,,,,,,,,,,,,,,,,,,,
Aspiradoras,,AJ 5500 STICK DISEÑO 2 EN 1,Azul/Negro,,67,CATALOGO-JAMES-v_3.pdf,"Poder de succión: 0,600 kg | Cepillo motorizado con movilidad 180 º y luz LED | Sistema Multiciclón con filtro HEPA | Control de velocidad con potenciómetro | Con base soporte | Indicador de batería | Incluye: cepillo barredor, cepillo sofá, puntero y cargador | Poder de succión: 1,950 kg | Incluye: cepillo barredor, cepillo sofá, cepillo alfombra, puntero y cargador | Con batería extra","Modelo AJ 5500 STICK DISEÑO 2 EN 1 COLOR AZUL/NEGRO · Poder de succión: 0,600 kg. · Potencia: 150 W. · Capacidad de depósito: 0,6 L. · Cepillo motorizado con movilidad 180 º y luz LED. · Sistema Multiciclón con filtro HEPA. · Control de velocidad con potenciómetro. · Con base soporte. · Indicador de batería. · Incluye: cepillo barredor, cepillo sofá, puntero y cargador. · Dimensiones: ancho x profundidad x altura Sin base 250 x 230 x 1120 mm. Con base 290 x 280 x 1150 mm. DISEÑO 2 EN 1 COLOR NEGRO/GRIS · Poder de succión: 1,950 kg. · Potencia: 550 W. · Capacidad de depósito: 0,8 L. · Cepillo motorizado con movilidad 180 º y Luz LED. · Sistema Multiciclón con filtro HEPA. · Control de velocidad con potenciómetro. · Con base soporte. · Indicador de batería. · Incluye: cepillo barredor, cepillo sofá, cepillo alfombra, puntero y cargador. · Con batería extra. · Dimensiones: ancho x profundidad x altura Sin base 255 x 235 x 1120 mm. Con base 290 x 280 x 1180 mm.",250,230,1120,,,,150,,,,,,,,,,,,,,,
Aspiradoras,,AJ-1800,,,67,CATALOGO-JAMES-v_3.pdf,,Modelo AJ-1800 · Modelo AJ-1800,,,,,,,,,,,,,,,,,,,,,,
Aspiradoras,,AJ ROBOT G1 ASPIRA POLVO Y AGUA,Negro,,67,CATALOGO-JAMES-v_3.pdf,"Poder de succión: 0,900 kg | Tubo metálico telescópico | Incluye: cepillo grande, puntero cepillo sofá y para agua | Cable retráctil de 4,5 metros | Ruedas multidireccionales | Poder de succión: 0,200 kg | Smart (control por aplicación) | Sistema de navegación G-SLAM | Control de velocidad | Control remoto | Escáner de habitación | Sensor de obstáculos | Redirección automática a estación de carga | Incluye doble filtro HEPA | Incluye: 4 cepillos laterales, 2 mopa, 1 cepillo cilíndrico y 1 cepillo de limpieza","Modelo AJ ROBOT G1 ASPIRA POLVO Y AGUA COLOR NEGRO · Poder de succión: 0,900 kg. · Potencia: 1000 W. · Capacidad: 10 L. · Peso: 7,400 kg. · Tubo metálico telescópico. · Incluye: cepillo grande, puntero cepillo sofá y para agua. · Cable retráctil de 4,5 metros. · Ruedas multidireccionales. · Dimensiones: ancho x profundidad x altura 310 x 310 x 460 mm. COLOR NEGRO · Poder de succión: 0,200 kg. · Potencia: 55 W. · Smart (control por aplicación). · Sistema de navegación G-SLAM. · Capacidad de depósito para polvo: 0,250 L. · Capacidad de recipiente de agua: 0,450 L. · Control de velocidad. · Control remoto. · Escáner de habitación. · Sensor de obstáculos. · Redirección automática a estación de carga. · Incluye doble filtro HEPA. · Incluye: 4 cepillos laterales, 2 mopa, 1 cepillo cilíndrico y 1 cepillo de limpieza. · Dimensiones: diámetro x altura 340 x 90 mm. 66 67",310,310,460,,,,1000,7.4,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,MIXER MJSA,,,68,CATALOGO-JAMES-v_3.pdf,,Modelo MIXER MJSA · Modelo MIXER MJSA,,,,,,,,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,MIXER MJCA,INOXidable,,68,CATALOGO-JAMES-v_3.pdf,"Cuerpo de acero inoxidable | Cuchillas y varilla desmontable de acero inoxidable | Con potenciómetro y función Turbo | Sin accesorios | Con accesorios: vaso procesador, batidor y vaso medidor de 600 mL","Modelo MIXER MJCA INOXIDABLE · Potencia: 1000 W. · Cuerpo de acero inoxidable. · Cuchillas y varilla desmontable de acero inoxidable. · Con potenciómetro y función Turbo. · Sin accesorios. · Dimensiones (con varilla desmontable): diámetro x altura 55 x 415 mm. INOXIDABLE · Potencia: 1000 W. · Cuerpo de acero inoxidable. · Cuchillas y varilla desmontable de acero inoxidable. · Con potenciómetro y función Turbo. · Con accesorios: vaso procesador, batidor y vaso medidor de 600 mL. · Dimensiones (con varilla desmontable): diámetro x altura 55 x 415 mm.",55,55,415,,,,1000,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,LICUADORA LJVV,,,68,CATALOGO-JAMES-v_3.pdf,,Modelo LICUADORA LJVV · Modelo LICUADORA LJVV,,,,,,,,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,LICUADORA LJVV NEGRA,INOXidable,,68,CATALOGO-JAMES-v_3.pdf,"Estructura de acero inoxidable y plástico negro | Jarra de vidrio ultra resistente de 1,5 L | 2 Velocidades + Pulso | Cuchilla de 4 hojas pica hielo | Patas antideslizantes | Jarra de vidrio de 1,5 L | 3 velocidades + Pulso | Cuchilla de 4 hojas desmontable para fácil limpieza","Modelo LICUADORA LJVV NEGRA INOXIDABLE · Potencia: 1000 W. · Estructura de acero inoxidable y plástico negro. · Jarra de vidrio ultra resistente de 1,5 L. · 2 Velocidades + Pulso. · Cuchilla de 4 hojas pica hielo. · Patas antideslizantes. · Dimensiones: ancho x profundidad x altura 218 x 183 x 403 mm. COLOR NEGRO · Potencia: 600 W. · Jarra de vidrio de 1,5 L. · 3 velocidades + Pulso. · Cuchilla de 4 hojas desmontable para fácil limpieza. · Patas antideslizantes. · Dimensiones: ancho x profundidad x altura 185 x 160 x 400 mm.",218,183,403,,,,1000,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,TOSTADORA TJ2P,,,69,CATALOGO-JAMES-v_3.pdf,,Modelo TOSTADORA TJ2P · Modelo TOSTADORA TJ2P,,,,,,,,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,TOSTADORA TJI2P G2,Blanco,,69,CATALOGO-JAMES-v_3.pdf,Estructura de plástico blanco con detalles en color negro | Control de temporizador mecánico con 6 niveles | Bandeja de migas removible | Tapa para cubrir cuando está fuera de uso | Estructura de acero inoxidable | Control de temporizador mecánico con 7 niveles | Indicador luminoso | Patas antideslizantes,Modelo TOSTADORA TJI2P G2 COLOR BLANCO · Potencia: 950 W. · Capacidad: 2 rebanadas de pan. · Estructura de plástico blanco con detalles en color negro. · Control de temporizador mecánico con 6 niveles. · Bandeja de migas removible. · Tapa para cubrir cuando está fuera de uso. · Dimensiones: ancho x profundidad x altura 245 x 150 x 180 mm. INOXIDABLE · Potencia: 950 W. · Capacidad: 2 rebanadas de pan con ajuste automático para un dorado uniforme. · Estructura de acero inoxidable. · Control de temporizador mecánico con 7 niveles. · Indicador luminoso. · Bandeja de migas removible. · Patas antideslizantes. · Dimensiones: ancho x profundidad x altura 260 x 166 x 187 mm.,245,150,180,,,,950,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,SANDWICHERA SGWJ,INOXidable,,69,CATALOGO-JAMES-v_3.pdf,"Placas de recubrimiento antiadherente | Indicador de encendido y comida pronta | Cubierta fría al tacto | Bloqueo de seguridad | 3 en 1: placas intercambiables | Incluye: placa triángulo, waffle y grill","Modelo SANDWICHERA SGWJ INOXIDABLE · Potencia: 800 W. · Placas de recubrimiento antiadherente. · Indicador de encendido y comida pronta. · Cubierta fría al tacto. · Bloqueo de seguridad. · 3 en 1: placas intercambiables. · Incluye: placa triángulo, waffle y grill. · Dimensiones: ancho x profundidad x altura 235 x 260 x 120 mm.",235,260,120,,,,800,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,GRILL SANDWICHERA GSJ,INOXidable,,69,CATALOGO-JAMES-v_3.pdf,Placa de recubrimiento antiadherente | Indicador de encendido y comida pronta | Control de temperatura regulable | Manija fría al tacto | Bloqueo de seguridad | Apertura 180º | Bandeja recolectora de aceites | Incluye espátula,Modelo GRILL SANDWICHERA GSJ INOXIDABLE · Potencia: 1600 W. · Placa de recubrimiento antiadherente. · Indicador de encendido y comida pronta. · Control de temperatura regulable. · Manija fría al tacto. · Bloqueo de seguridad. · Apertura 180º. · Bandeja recolectora de aceites. · Incluye espátula. · Dimensiones: ancho x profundidad x altura 332 x 260 x 123 mm. 68 69,332,260,123,,,,1600,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,SOPERA SJ13,Negro,,70,CATALOGO-JAMES-v_3.pdf,"Cuerpo de acero inoxidable de doble pared | Multifunción: sopa, batidos, bebida y mezcla | Función Agregar: permite agregar condimentos o hierbas durante su funcionamiento | Función Integrada para mantener el calor","Modelo SOPERA SJ13 COLOR NEGRO · Potencia: 952 W. · Capacidad: 1,6 L. · Cuerpo de acero inoxidable de doble pared. · Multifunción: sopa, batidos, bebida y mezcla. · Función Agregar: permite agregar condimentos o hierbas durante su funcionamiento. · Función Integrada para mantener el calor. · Dimensiones: ancho x profundidad x altura 184 x 260 x 326 mm.",184,260,326,,,,952,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,JARRA ELÉCTRICA JJE 17,INOXidable,,70,CATALOGO-JAMES-v_3.pdf,,Modelo JARRA ELÉCTRICA JJE 17 INOXIDABLE · Modelo JARRA ELÉCTRICA JJE 17 INOXIDABLE,,,,,,,,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,JARRA ELÉCTRICA JJE 17,,,70,CATALOGO-JAMES-v_3.pdf,,Modelo JARRA ELÉCTRICA JJE 17 · Modelo JARRA ELÉCTRICA JJE 17,,,,,,,,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,CAFETERA DE FILTRO CFJD,Negro Color Negra/INOXidable,,70,CATALOGO-JAMES-v_3.pdf,Estructura de plástico negra con detalles en acero inoxidable | Panel de control digital | Reloj | Funciones: Inicio diferido y Aroma | Sistema de calentamiento rápido con función de ¨parada de goteo¨ | Placa calefactora para mantener la temperatura | Apagado automático luego de 35 minutos,"Modelo CAFETERA DE FILTRO CFJD COLOR NEGRO COLOR NEGRA/INOXIDABLE · Potencia: 1080 W · Capacidad 12 tazas (1.5 L.). · Estructura de plástico negra con detalles en acero inoxidable. · Panel de control digital. · Reloj. · Funciones: Inicio diferido y Aroma. · Sistema de calentamiento rápido con función de ¨parada de goteo¨. · Placa calefactora para mantener la temperatura. · Apagado automático luego de 35 minutos. · Dimensiones: ancho x profundidad x altura 210 x 240 x 350 mm. 1,7 L",210,240,350,,,,1080,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,JARRA ELÉCTRICA JJE 17,Rojo,,70,CATALOGO-JAMES-v_3.pdf,"Indicador de agua de fácil lectura | Hervor rápido, uso eficiente de la energía | Apertura de tapa sencilla y segura | Base multidireccional de 360° | Almacenamiento del cable en la base | Interruptor de encendido con indicador de luz","Modelo JARRA ELÉCTRICA JJE 17 COLOR ROJO · Potencia: 2200 W. · Indicador de agua de fácil lectura. · Hervor rápido, uso eficiente de la energía. · Apertura de tapa sencilla y segura. · Base multidireccional de 360°. · Almacenamiento del cable en la base. · Interruptor de encendido con indicador de luz. · Dimensiones: ancho x profundidad x altura 220 x 150 x 240 mm. 70 71",220,150,240,,,,2200,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,EXTRACTOR DE JUGO EJJ05,Negro,,71,CATALOGO-JAMES-v_3.pdf,2 velocidades | Estructura de plástico negra | Diseño vertical y silencioso | Potente motor más cortador y filtro de acero inoxidable removible | Incluye vaso de plástico para jugos | Patas de goma antideslizante,"Modelo EXTRACTOR DE JUGO EJJ05 COLOR NEGRO · Potencia: 400 W. · 2 velocidades. · Capacidad: 0,5 L. · Estructura de plástico negra. · Diseño vertical y silencioso. · Potente motor más cortador y filtro de acero inoxidable removible. · Incluye vaso de plástico para jugos. · Patas de goma antideslizante. · Dimensiones: ancho x profundidad x altura 270 x 180 x 290 mm.",270,180,290,,,,400,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,BATIDORA DE MANO BJMN,Negro,,71,CATALOGO-JAMES-v_3.pdf,5 velocidades + función Turbo | Con 2 ganchos de repostería de acero inoxidable | SIN PIE NI ACCESORIOS,Modelo BATIDORA DE MANO BJMN COLOR NEGRO · Potencia: 400 W. · 5 velocidades + función Turbo. · Con 2 ganchos de repostería de acero inoxidable. · SIN PIE NI ACCESORIOS. · Dimensiones: ancho x profundidad x altura 100 x 200 x 160 mm.,100,200,160,,,,400,,,,,,,,,,,,,,,
